text,nwords,hashed
@justads oh those ones are especially hard  i had to do that last month... i wrote 14 pages... but couldnt send it... goodluck....,23,531166610419181533
My nose is stuffy ,4,-6012888613983498998
@roxyudub  I need a life,5,1809354261181830448
"@ceibner  ok, I understand. Hugs to you, Mr3 and @maduck",10,-2080280317989737528
Fuck...my eyes are like piss holes in the snow ,9,5339993980195580578
is far too tired to be going school ,8,6471416290619753277
Still sick but already back to work ,7,799884948537278374
Why must we wait until 6 for the update! Rediculous! ,10,-2424588640572872046
Not loving my hair  But I'm still going to dye it grey this Friday with Jas and Del,18,-3572658526897609194
Im freeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee!  I whant the boys to spam kzaa  That sounds a bit wired XD,15,3167801174324920614
@vieirasboots I'm not even watching it  This is a tough essay called &quot;What makes us human&quot; on the evolution of fully modern homo sapiens,24,7079826070833155
Back from school i really screwed up all the tests today  i feel really dumb !!,16,-1889378241881615770
note to self: don't get drunk when you have to work the next morning at 8 am ,17,8405732016830023061
"@gemcruz sa friday, i have class  why?",7,-5223943809663875123
"@PeetMcQ Got the flue on Mon! But getting better, tomorrow I'll be back into usual.. ",15,7302206666476817330
"@Rindel would have been nice, but no ",7,9210727318455324647
"My mother overslept this morning, so I had to drop off my sister to school in the hard rainfall ",19,2920661444923973952
why is my eye always turning red and sore? must wear specs to work. shuai ge come by how?! ,19,-3914640130856716310
ahh I am trying to do black keys on my hi5 profile but it won't let me  whyyy??,18,-5903730721890656725
"@jmons nope, looks like it'll be 6pm then ",8,-2289372428632702442
i need you ,3,1324958003424256947
At bart freezing and my hair has blown to hell ,10,891003779407508749
I'm tryin to play hookie from work but my boss keeps callin my cell!! LOL! ,15,4833227156841359748
DAMN MISSED MY DIVAS LAST NIGHT!!!!! ,6,5126356894286852680
Coldplay tonight!  It's been ages since I've been to a concert!  I'm pissed Incubus isn't come to Calgary though ,19,-4644694910108006593
"@Jonasbrothers I would love to be in texas now, but I live in Argentina  Please come back guys you are the best (L) Love lvtt!",25,240183169620584495
@NicholeAudrey afraid not - I don't eat much seafood. ,9,482624272532256025
"tired, want to go home ",5,6171739904478382895
"@jaclynjf Sorry  I've kind of been thinking of getting an MBA, so I'm with you!",15,-7887396279657826994
@GlitzyGloss no!!!  i didnt even try yet! maybe tonight after babysitting?!?!?! #KTACPA #AC,13,-188568752909679384
to the doctor again. boo. ,5,-1401125410190538854
"@xconway I couldn't agree more, hehe! I'm tired  And it's really humid. Think a storm is coming! How are you?",20,7691864226047264882
did dishes and washed tabletops. I personnaly hate it when I'm using a spray bottle of cleaner and the sprayer doesn't work. ,22,862534562312553799
@visitor9627 *waives back* nope its not up yet ,8,-2038886758504481044
@greenstarcoop I am lost. Please help me find a good home. ,11,-4878494740858575954
@DrJeffersnBoggs Seems the problem(s) are with twaccounts w/ more than 10K followers only  Pls let me know once the bug is confirmed.,22,-55913058537324070
I am so so so so so bored of studying  REALLY... anyone got any other ideas than studying?,18,-9029879113380294747
I hear thunder... looks like no grass cutting tonight ,9,3559595782359933272
i have the worst head/face ache! and i accidentally just kicked a bee when i was walking.. sorry bee ,19,2348654279023839296
"@Followtheblonde aww, poor Eleanore  Hopefully Janet doesn't remember the buriel site.",11,3931780303640691156
"My head is still pounding, even after the tylenol and napping ",11,-6076950151292740991
Just got home from the mall and dinner. Back to work tomorrow ,12,-1242634179328900761
My dog chewed up my fav brown sandals w a pink polka dot design.  I was gonna sport them in Hawaii. Bad doggie!,23,-7417571133569850002
"@KhloeKardashian come on Khloe reply , i'm only 15 , what can i actualy do to you  :p !!",19,1299759280370431873
tell me lies ,3,2801748167114363611
heading out to my game tonight as a spectator only  nite nite!,12,-179565023771542941
@jdeverter so sorry to hear that  my heart goes out to you and your family. know how hard it is to lose a matriarch.,24,-7918923948004929629
"@fox6weather &amp; @robertjames1 - bummed couldn't come tonight, home super sick.. total bummer but had to listen to body per coach's advice ",22,-5034175502650250977
I always fuck it up.    I try to change it and yet...that's just me...the fuck up.,16,6425100783419574738
I can't believe Jereme Rogers is retiring.  How do you retire from skateboarding??,13,4471462877400738422
twitpic doesn't work from my phone  and i still can't find my nintendo DS ,14,1510629729935886080
@modernprimitive Amarillo  .. we lost electricity  all back on now,10,966009116720460329
@AmbDuckett THATS GOOD TO HEAR...I HOPE U GOT A NEW PHON CUZ LEE NEVA HEAR FROM U ,17,-3542113982647562187
I should be sleeping. But I don't want to ,9,5253834364865402955
loves tyler ratliff. I never realized you could miss a person this much ,13,6343769896848912725
any one plz be my frd m here new n m very confused how to use this twitter ,18,-3643027180609365561
Got a meeting with the boss at 11am..... ,8,7564450739160187797
Another one bites the dust...for the 30th time!  ,8,-6224212555249362658
@organdon4life No she said I just a playboy! ,8,-3754986855060407129
@IAMSWAG23 YEAH  lol,3,-6588926107928282223
@ProgrammerDan Not dangerous.  Just incredibly dumb.  ,6,2652648350276445589
http://www.youtube.com/watch?v=9LTPKKdoYMs&amp;feature=related  Miss you Titi ,4,-4395124756998403716
"NO 3G!  Damn Storm!  If you need to talk to me today, you better text me.  ",16,-6770396845224045477
last day of school for my fav preschoolers  I'll miss them!,11,2370978158125291234
Rerlected cross site scripting is the bane of my bloody life. Did our developers listen to me years ago when I warned them? Noooooo.   ,24,5225500685191759201
Sooo tired.  Hateee this.,4,6805931304355127341
Another early morning...I'm sooooo tired!! ,5,5011640304773293460
now I can't delete my previous tweet either  what's wrong with that? no reply arrows at all now...,18,-3310019259410026958
@soynoodles nbcb now I Ã¥?ÂÃ©ÂÂ ,5,1516376834435732202
@saintnicholasj ...that's the only reason why? ,6,219815775861098918
"@slimwithkim Oh no!    I'm sure your daughter knows how much she and her day meant to you, regardless.",18,-5227960063778871894
drained so drained - poorly on my couch ,8,6391212792075809190
is really annoyed @metrostation has sold out in london ,9,7467518978608426187
I had a fat day. ,5,5340293505896970582
@drummeraaron77 it wont let me reply to stuff ,8,7499429593300618590
"Cleaning the house, only a few more weeks in Miami. Sad ",11,4167334647756984738
@aprilcampos http://twitpic.com/7outd - UGH!! There have been two screen shots that were over 500k. This is discouraging.. ,17,6243313836712808460
Trying to decide my theater fate! Too many shows that overlap and too many people to try to please. ,19,-2064185662031022598
@_RenesmeeCarlie Ohh okey ,3,-3869737939638987398
@vadabee I've actually never been to Station 9.  I'm no longer a local ,13,2133140780159594057
Too bad the forecast for the next 10 days is all rain and thunder! ,14,-2324298163209980425
Hi!!  I missed the last two weeks  luckily I purchased the downloads #creativetechs,13,1257603500775611167
My internet is running like a old woman w/o her stool softners  going to power cycle modem see if that helps it.,22,-904024730145293793
@caryAK I surrendered today also  It has a hold on me!!,11,-1571755946739948881
@YkA1 except for my knees I skinned them up when I fell. ,12,-5946410291901490743
Chas is sick so I have to miss tonight's documentary premier at the Newseum to take care of him. ,19,9025968204973981526
is allowed any sex until her boyfs cock piercing heals!!! Gutted! ,11,7859918781419596819
"@veronicapasia U serious about having swine flu?  Dude that sucks, sorry ",11,-1462697202665988142
my young and divine drawing looks terrible ,7,1627042436164113622
Missed my gyno appt today. I keep in not going to schedule appts. I've lost faith in all docs. They can't/won't help me anyway. ,24,-1606987548132695975
@yungzm i need some of that!! Hey what happen to my call back!! I'm throwing the friendship card on you now!! ,21,-7210757568571524513
i hate this. everyone in my household is sick. now im cleaning and taking care of everything. so much for the start of summer vacation ,25,6351136340445340079
just recoverimg from bad hangover  shouldnt ov had dat last vodka lol xxx !!!!! ,14,845765590352461545
Speedster215@YESNetwork HOLY CRAP Did EVERYONE see Gardner in centerfield?!?!? amazing catch but looked REALLY painful  FEEL BETTER BRETT,18,4855771999530336352
big problem... i'm barely scheduled to work w/ my favorites this season. WHY DO I ONLY HAVE ONE DAY WITH TIFF?!   guhhhh,22,8305553106077169509
@mustBeButta what in the twitterfon?!?! Is this the end of bbm as I know it?!?! ,15,7442502049632401891
@Jack_thm  I'm sorry brother!!!! A dos equis really sounds good though!,11,-5765852898027317660
@KatieCeciil Hey Katie! I've been talking with Sophia alot recently...you should both follow me (cause I have no followers ,19,2063656687685735449
"Lol dis show makes me wanna give my son a baby brotha or sista,pero dose contractions my son gave me   unbearable so idk how I would  ...",27,-4272920064534425353
@jillijay I'll be there but I'm not getting one until next week ,12,-6191790115160727203
@ThatJonasKidJoe no don't leave Joe I have a question for you it's kinda important or atleast I think so.... ,19,-7114940275656956976
is addicted to facebook once again.... ,6,8792906422023843092
bout to smoke a blunt to the face and knock out!! I fogot I got a court date tomo early  fuckin piiiigs!! Gnite,23,-2637493337334199792
i really pray that this flu nonsense is over for everyone by tomorrow. its gonna be the weekend and i really dont wanna be sick ,25,-4182483276068614407
Omg why I cannot sleep ?? I need some beauty sleep like asap ! I got a very busy day 2mrw and an early one too !! Need to be up by 6am ,33,-3497100466058612626
Its so freakin' hot in my room...i can't get comfortable ,10,-1588847394586328752
All on my lonesim 4da weekend  Sad,7,-3835740726582610473
@Feva_Renee Damn Babe including me? ,5,-6287017279096966372
Another sleepless night before a show ,6,-5465933025924378310
@CHWong damn it! I missed a sweet work email round ,10,4692112972331412480
How could someone mess with the classic Vienna - I feel tears  Ã¢ÂÂ« http://blip.fm/~8hzol,14,-7796877004642548718
Boht my Dad and my eldest boy are ill so no Kemble Airshow for me this year  Staying on-topic am flying up to Edinburgh on Monday!,26,-7810905989390271832
Putting all my songs back on my Itunes. ,8,8233835907977248663
heard a very small cat meowing and wasn't allowed to go and see it ,14,-512069530640870667
"needless to say, Vokera were NOT helpful ",7,5451207328734535855
Just left my LAST day of nlcs ,7,7458683148900254724
What a crap day ,4,-5686698965012845723
wrk is 2 busy 2day ,5,-39502095520625355
@Allieandra @Harriettaa curse you and your imperial [non-metric] system! it confounds me! ,12,-7940860210594273775
@demianbrink I LOVE THAT SHOW!! So sad it's over ,9,246689357140638649
just went shoppen needed an out fit for ma 21st but cudnt find out a liked ,16,1504639114338745153
@DopeRah Awww  We'll get some well equipped models... Have faith,10,6287090103682621503
What type of man won't give hIs child his address to send a FATHER'S DAY card????? Sad ,17,-6901122482629559056
@timepilot  I'm having the same problem.   but sorry I don't have an answer for you.,15,-6352130848138640365
TweetDeck put me in Twitter jail.  I had to come back to the web! ,14,-2938774231801189773
@hptwilighter I'm having an operation to have my wisdom teeth out. I hate hospitals and been put to sleep so i'm terrified ,22,1758607011698414866
@mophielovesyou I have just bought a new 3G S AND a new Juice Pack Air - It is saying 'charging is not supported by this device' ,26,8168371504681381600
Sitting at chick-fil-a bored. Left my headphones at home. ,9,-3950647332794627747
@its_teresa i sorry ,3,2000824589147085777
stupid rice cooker burned my pinkyy ,6,4637440716879034622
@_amazinq_  i was just kidding ;D here you are ^^ *bring the muffin* haha,14,-8636442087509683091
@zachpolo im sorry!  i havent talked to you in a min. You dont text me anymore! 10.13.08,17,-2144710431299849972
right im going to bed not that i sleep asoon as i go to bed oh and i did have a nap this afternoon u no exams tire u out lol no more now ,34,-5509003785778054549
@msgross I don't wanna be a pimp anymore  u can have the pimpin.,13,-9158946016423413062
@eaglelegand21 shut up!! i  am not  why are you so mean to me? ,13,-4053612154614026885
got bit by a bugg       well... going swimming ,8,4840782777548470993
@DaisyMay1966 Sorry to hear about your friend ,7,-5086323945871012240
Sooooooo another night home alone! ,5,-6920081634683130962
"@davebarnesmusic happy early birthday!! i hope you have a good day, and i'm uber jealous of your new iphone!!! i have yet to get one  sad.",26,-4402885462320163638
@lightskinvixen ooh ok I see. I kno I missed sooo much ,11,-3344503650181142113
fkkn 80 bucks 4 a full tank of gas; it's going up again  &amp; wen I was filling gas the wind lifted up my dress lol so embarrasing!,28,-6213957124906747921
learning how to make home made protein bars.  toooo many ingredients,11,-8691317335393016354
Is stressing we can't seem to find any1 with a truck!!! ,11,-3430412817115590750
nothing is worse than being in a hotel room and the remote is missing ,14,2204711257457762603
"im  starting to feel extremely tired its like a shroud falling over me, ive never felt this so quickly before ",20,3636729573088925073
I can't eat anything except for pudding and other non-chewable food. ,11,-7751549231170545890
At work. Yep. Working on saturday. Sunday too ,8,1306218952252124887
I'm super sleepy  think it's time to retire now. Nite all.,11,8297824504561637646
@nicolealyse not my fault that @jeffmenig doesnt have em on the show ,12,-2285685757769518594
can't spell worth a fok this morning ,7,-426055640047922980
@missescarrillo yea puppy moo is 1 now and I swear all of a sudden acting craaazy chewing up stuff?? Awww poor ginger all emotional ,24,-7065703191341957300
"nvm, my fucking bite hurts ",5,5643991859558668809
Alex jus poured half a bottle of vodak on a chick.. I know she's wet!! ,15,6726043568746238832
Why is buying a house so little fun ,8,-130943725546880528
"@jakeypop  count yerself lucky, i've been awake since 8 ",9,-4566297423794346187
@_arial_  I miss NYC a lot!! Is it obvious?  I want to go there again soon. xoxo!!!,17,6780048640319141767
Miss ya buddy  not fair.,5,3936618163893035089
"@StylistaSteals I tried to post a comment, but the comment box wasn't working for me. ",15,-3992695825102088994
At home and ill  but only 6 days till I`m going to fly to manchester ,15,7794244782050353775
"Teaching this morning, then off to an anniversary party this aft.  Will be a busy day!  Too bad about all the rain ",22,-7765122466227292169
@daverosin so so sorry dave! i hope they find it/all your gear ,12,-6937188669641005430
At work til noon. Then going home to clean. Oh so sleepy ,12,-835219264796550307
happy..but now i have to say goodbye  haate this.,9,-8297032203164528695
"i rescued three baby birds yesterday, now i'm not too sure what to do with them   their mommy needs to come get them",23,-3653441746131868655
Think my face is sunburned ,5,-4848099872512418665
i NEVER wanna love again...love just leads to heartbreak...and I've also come to realize that true happiness doesn't exist ,19,307966427711276235
Great time in Lockhart...time to head home ,7,-8541422117475299774
Trying to figure out how to keep a 12 y/o from hanging out with my 8 y/o...Hubby's friend's kid...grrrr Now he is spending the night ,25,2386577072267842783
i hate being home alone ,5,9146930573587444266
"@abesentaserpis Alkaline Trio is playing RiotFest in Chicago, October 7-11 but I don't know what day yet  Want...",18,-3845248477763462448
@FRYLOCK508  I say Its the weather. I can't imagine smokin in the cold wet rain is as enjoyable as sitting by your grill on a nice day.,27,-4271588744670575792
"@KirstyHilton Agggh, not you too!  Hope your evening wasn't ruined. xxx",11,-3931183106972316824
At panda express all by myself ,6,-6814474087115815825
packing now. party later. woohoo. man im busy. ,8,3760746282940754108
"@aishbash ha! + erm, yes i did. why, can you go? it was meant to be with your 18th present  now you know... i might not be able to go yet",31,2839095367908747513
one is obviously going to be very grumpy in the morning...great!!! ,11,4499661029986735969
@Haselnuth  It's horrifying how they treat people and that for staying in power even they're ready to kill them ,19,-2372296512347767670
@dell_b hahaha lol...it wasn't just me that got the bug so im thinkn it was them ,16,-5950295263540096104
I'm very very bored ,4,1099458701873528091
"@Adrianne_ Hope them will b better soon =| I had 3 puppies,i just lost 1 of thm about 2 weeks ago.. ",21,7702726098355943194
@rem_ix haha u owe my a dry clean ,8,4949872089642865574
Gonna spend a lot of the day in the pool tomorrow because of the horrible heat ,16,9133355890041510196
"@maddaykinns i sawwwy  but, i heard mc's there. Singin' befo' the $t0rm.",12,-6237164341058141030
the house is a bloody pigsty atm ,7,192736956414148347
I just spilled water ALL OVER me  hahahaha,8,-440658477513658290
@AnthoU that six man ,4,-3708024996485537277
"@amandabella dammit, it was sold out and it was last show  oh well, another time!",15,3379792843304918214
@iamjonathancook  knowing that people i care about are upset makes me upset. Take it to God. His glory &amp; love shall make u feel better.,25,2722433963752489343
@Twi_sNumber1Fan i never thought of it that way.. I just thought I was helping  @peterfacinelli,15,-4700420414742191461
will Pakistani team win today  or will they chose to get rich instead  ? ..  .. I want them both to win and get rich.,25,-8310350121696293817
feeling like such an ass  . NEED kuaui and &quot;the breakfast club&quot;. makin me feel worse its 8:30 on a sunday morning why the ef am i awake!,28,9054374102755016416
left my phone at home this morning  Bad mood.,9,-5619344128655936927
What a night!!! ,3,-2767874605801163742
"I'm back on the internet, yay! Just today tho, lol. I only have internet on Sundays now ",17,3261296195896586499
bored. i just miss him. ,5,-2540705712761029423
I wish I was at Silverstone. ,6,-2642964492163241765
i was quite happy with my red wine &amp; twix until Matt Preston pulled out those Dim Sum ,18,1327224925360764553
@NischalShetty how long do you plan to be green? I'm already bored ,12,-2780992957835533034
Happy father's day! I miss my dad. ,7,-313287377519998161
I am ironing!!!! ,3,6079394457262694043
@calamityLDN What's so interesting about that? ,6,-4870101328939099686
@weelissa how else am I meant to download my movies  lol,11,-2012075121224966340
"is tired and cranky this morning.  hmmm, nothing new there.........",10,-1106183857591234202
"Ebullient because of the new iPhone 3G[s] release, disappointed because I must wait 7-14 days to get it  http://schmap.me/4gqjtg",19,6338446239826914254
Just head butted the window haaawww major head ache ,9,-7128516607605983672
"Wuuhaa today was VERY weird . First on a portugese party , than 2 my boy friend ... The party was ... WEiRD ! xD NO tomorrow is school .. ",30,-6270992851082362753
"Wah, why is that this stock exchange 'thing' 's so hard to understand..  oh, God..waah",15,4651638393302363932
@prestocait You're lucky your gym has ANY classes on Sunday.  Mine doesn't.  ,12,-810893967022177611
@abella88 she cut it... ,4,-1109643654410259069
"@MilkyJoe1975 Me too, thought we'd have been running around like headless chucks, but nope ",14,-6234900610651823842
"@sarahmars if i have a credit card,i would ",8,2964670891829070342
@TheBadCop Only 1 so far. Cache saturation is insanely bad here.  #GQotD,12,6336498298181464456
@markholcomb i want an apartment period ,6,-4021973781615760693
Yay!  I have Internet again!  And no more pool time for today... ,12,7072146515311387621
@Etsy Now you're going to LA?  I'm not there anymore! Please........come to Austin!,13,9098173747428902705
"@cloverdash A very small few, but not of the earlier ones that I want.  The US eBay has loads of collections but none of them ship here ",27,7227969786591192968
i need help on my tumblr account.. ,7,-7464990593947367609
@Texgirl09 A few weeks ago. *reaching for Kleenex and a big sniffle* ,12,7035384144095922248
@mumbleguy I knw how u feel!! Last week went by to fast!!    I so didn't want to go today but I did!!!,22,5455288422798772316
sick at home ,3,1423364662775454870
@RonnieWK i miss you too ,5,3692430169170623002
my stomach hurtssssssss. idk why though ,6,421892582721879717
was looking forward to climbing Pacaya volcano this weekend but it looks like it won't happen. And I thought Id forever love the rain ,24,-1390678834478136378
Swearing at my boss under my breath secretly wishing he could hear me ,13,-5941942608330360006
Kodak set to retire Kodachrome film at the end of 2009 after 74 years ~ this is sad news indeed ,20,4848333591697378206
OH bad !!!!   I'm on exams  I hate the exam season ,11,-4241990068403116433
 @desiredeffect,1,-5857691712163025261
@cheydee sorry to hear bout the fish ,7,5554669816436191709
@HarmsLovesHardy ik  OMG! I need 2 go see them soon!,10,4486966741805507389
@zOMGitsdc oh no  -hugs tight- you and her both will be in my thoughts &lt;3,15,3183654361588681153
"My baby just called me from camp to let me know she's having fun... I didn't cry, while she was on the phone at least ",25,-1802647157590106662
Ed McMahon Passes Away at 86&lt;  http://bit.ly/xEPva via @addthis,9,-2796458811611541468
is bracing herself for her grandma's funeral tomorrow ,8,-3269456514505029320
@TheStafford Aww ,2,3064039128583603679
@matteh17 bugger. i knew i needed to watch something? you never on msn anymore. ,14,-8256625460288737628
@High_Class_Dime I am stuck going to a wedding  I may come not sure yet gimme all the info,18,-2217545671581764846
My mom and I just found tiny kittens in a gutter on High Point Road..they're so scared and skinny..I'm sad. I want to keep them. ,25,-8049703771965983651
"And by &quot;Go Go White Sox,&quot; I mean &quot;Not going to go to the game.&quot; ",15,4096346632425248006
"I was pwning at chess, then BAM! I threw away my queen and lost... ",14,337564292166676424
@Moriqua143 Nothing much ma....getting sleepy ,5,-8821369309765972072
I miss my Audition Account  -Bare Bored!-,7,1713426085535271590
@RealOneTreeHill oh gosh i am going to have to watch  what to do with RBR  and i am so going to miss peyton and lucas ,25,9124157141789880074
"@xlovexaholicx thanks.. i'm feeling alright now. I read that it's not meant to get anything, but its weird. really weird ",20,-7953134592875327953
According to my thermometer it's 88 outside and 86 inside. It's 12:36am and it's too hot to sleep.  But I think 86 sounds a tad low.,26,2431536600105342638
@lindseyraye That sounds mind numbing ,5,2995324589039525576
"bosan,jenuh...bete..bete...bete...ach..... ",1,-6139498468982984194
 yeah i do,3,-8707120229607862125
The lens cost double of my frame. I'm blind as a bat n astigmatism is an old old friend of mine.  http://mypict.me/5z2g,22,835531971200491725
"@BBC_WHYS I will beg if I have too about the Pebble mine issue. Thousands of Inuits are praying for a voice, because they have none here ",26,7954193562745163879
@immoral_angeluk Urghhh money stuff is just the pits  I can't believe the stupid job centre! Hope you manage to find a way through it x,25,-5568099005649162919
"ANGRY, SCARED, disappointed and learning FAST!! ",6,-4589416423335109685
"Damn. Between not knowing if I can get a 12 mth contract, unknown tethering and horrid pricing, I'm not sure what to do re: Telstra 3GS. ",26,-4515848715436039178
Just got my period the second Kayce left for work Hooray no babies. I feel horrible I yelled at him on the phone about something he said ,27,3326950959107112769
Today's plan: Shopping (: then off to the doctor (Lame..) ,10,6331834990283510332
"Dear lower back, please stop hurting. I cant take you any longer ",12,5553618194801506211
"waking up at 4:15 for a swim meet. my life sucks, i know. ",13,2458031537098712194
i'm so tired! ,3,-7569742746058588792
@ispeed72 I hear ya! ,4,-6122393087609040024
Almost of ICsid changed ... No more simple programmers ,9,-8121322543856628036
nobody joined my followers list today  ..,7,7266510412659807396
@Time_Decay I don't think so either ,6,7024788983601806509
